BatsmanName,venue,city,TotalBatsmenRuns_Venue,TotalBatsmenSixes_Venue,TotalBatsmenFours_Venue,TotalBallsFaced_Venue,TotalDotBalls_Venue,DotBallPercentage_Venue,BoundaryPercentage_Venue,TotalInnings_Venue,NumberOfOuts_Venue,NotOuts_Venue,BattingStrikeRate_Venue,BattingAverage_Venue
Reeza Hendricks,Civil Service Cricket Club,Belfast,69,1,7,48,11,22.92,49.28,1,1,0,143.75,69
Reeza Hendricks,County Ground,Bristol,173,2,25,126,48,38.1,64.74,3,3,0,137.3,57.67
Reeza Hendricks,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,23,1,2,20,10,50,60.87,1,1,0,115,23
Reeza Hendricks,Dubai International Cricket Stadium,Dubai,39,1,4,30,11,36.67,56.41,1,1,0,130,39
Reeza Hendricks,Gaddafi Stadium,Lahore,98,3,11,77,31,40.26,63.27,3,3,0,127.27,32.67
Reeza Hendricks,Kingsmead,Durban,101,4,7,82,26,31.71,51.49,3,3,0,123.17,33.67
Reeza Hendricks,National Cricket Stadium,Grenada,78,2,10,56,23,41.07,66.67,4,4,0,139.29,19.5
Reeza Hendricks,Newlands,Cape Town,13,0,2,14,7,50,61.54,1,1,0,92.86,13
Reeza Hendricks,R Premadasa Stadium,Colombo,112,2,10,91,29,31.87,46.43,3,2,1,123.08,56
Reeza Hendricks,Sharjah Cricket Stadium,Sharjah,13,0,1,20,11,55,30.77,2,2,0,65,6.5
Reeza Hendricks,Sophia Gardens,Wales,53,2,3,32,4,12.5,45.28,1,1,0,165.62,53
Reeza Hendricks,St George's Park,Port Elizabeth,49,1,8,27,9,33.33,77.55,1,1,0,181.48,49
Reeza Hendricks,SuperSport Park,Centurion,89,4,11,40,9,22.5,76.4,2,2,0,222.5,44.5
Reeza Hendricks,The Rose Bowl,Southampton,70,0,9,50,15,30,51.43,1,1,0,140,70
Reeza Hendricks,The Wanderers Stadium,Johannesburg,91,2,12,57,21,36.84,65.93,2,2,0,159.65,45.5
Reeza Hendricks,Zayed Cricket Stadium,Abu Dhabi,4,0,1,5,4,80,100,1,1,0,80,4
Rishabh Pant,Adelaide Oval,Adelaide,6,0,1,4,1,25,66.67,1,1,0,150,6
Rishabh Pant,Arun Jaitley Stadium,Delhi,29,2,2,16,6,37.5,68.97,1,1,0,181.25,29
Rishabh Pant,Barabati Stadium,Cuttack,5,0,0,7,2,28.57,0,1,1,0,71.43,5
Rishabh Pant,Bay Oval,Mount Maunganui,6,0,1,13,13,100,66.67,1,1,0,46.15,6
Rishabh Pant,Brian Lara Stadium,Trinidad & Tobago,14,0,2,12,6,50,57.14,1,1,0,116.67,14
Rishabh Pant,Central Broward Regional Park Stadium Turf Ground,Florida,44,0,6,31,9,29.03,54.55,1,1,0,141.94,44
Rishabh Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,6,0,0,8,3,37.5,0,1,1,0,75,6
Rishabh Pant,Dubai International Cricket Stadium,Dubai,102,2,10,90,40,44.44,50.98,5,4,1,113.33,25.5
Rishabh Pant,Eden Gardens,Kolkata,64,1,7,42,11,26.19,53.12,3,2,1,152.38,32
Rishabh Pant,Edgbaston,Birmingham,26,1,4,15,9,60,84.62,1,1,0,173.33,26
Rishabh Pant,Holkar Cricket Stadium,Indore,27,2,3,14,6,42.86,88.89,1,1,0,192.86,27
Rishabh Pant,JSCA International Stadium Complex,Ranchi,12,2,0,6,4,66.67,100,1,,,200,
Rishabh Pant,M Chinnaswamy Stadium,Bengaluru,1,0,0,1,,,0,1,,,100,
Rishabh Pant,McLean Park,Napier,11,0,2,5,2,40,72.73,1,1,0,220,11
Rishabh Pant,Melbourne Cricket Ground,Melbourne,3,0,0,5,3,60,0,1,1,0,60,3
Rishabh Pant,Narendra Modi Stadium,Ahmedabad,102,3,11,79,30,37.97,60.78,4,4,0,129.11,25.5
Rishabh Pant,Saurashtra Cricket Association Stadium,Saurashtra,17,0,2,23,12,52.17,47.06,1,1,0,73.91,17
Rishabh Pant,Sawai Mansingh Stadium,Jaipur,17,0,2,17,8,47.06,47.06,1,,,100,
Rishabh Pant,Trent Bridge,Nottingham,1,0,0,5,4,80,0,1,1,0,20,1
Rishabh Pant,Warner Park,St Kitts and Nevis,57,3,4,38,16,42.11,59.65,2,1,1,150,57
Rishabh Pant,Zayed Cricket Stadium,Abu Dhabi,27,3,1,13,4,30.77,81.48,1,,,207.69,
Rilee Rossouw,Adelaide Oval,Adelaide,25,0,2,19,5,26.32,32,1,1,0,131.58,25
Rilee Rossouw,Barsapara Cricket Stadium,Guwahati,0,0,0,2,2,100,,1,1,0,0,0
Rilee Rossouw,County Ground,Bristol,4,0,1,4,3,75,100,1,1,0,100,4
Rilee Rossouw,Greenfield International Stadium,Trivandrum,0,0,0,1,1,100,,1,1,0,0,0
Rilee Rossouw,Holkar Cricket Stadium,Indore,100,8,7,48,13,27.08,76,1,,,208.33,
Rilee Rossouw,Perth Stadium,Perth,0,0,0,2,2,100,,1,1,0,0,0
Rilee Rossouw,Sophia Gardens,Wales,96,5,10,55,20,36.36,72.92,1,,,174.55,
Rilee Rossouw,SuperSport Park,Centurion,26,2,3,11,7,63.64,92.31,2,2,0,236.36,13
Rilee Rossouw,Sydney Cricket Ground,Sydney,116,9,7,62,18,29.03,70.69,2,2,0,187.1,58
Rilee Rossouw,The Rose Bowl,Southampton,31,0,6,18,8,44.44,77.42,1,1,0,172.22,31
Rilee Rossouw,The Wanderers Stadium,Johannesburg,42,3,4,21,10,47.62,80.95,1,1,0,200,42
Rahmanullah Gurbaz,Adelaide Oval,Adelaide,30,2,2,17,7,41.18,66.67,1,1,0,176.47,30
Rahmanullah Gurbaz,Brisbane Cricket Ground,Brisbane,28,2,2,24,14,58.33,71.43,1,1,0,116.67,28
Rahmanullah Gurbaz,Civil Service Cricket Club,Belfast,108,3,16,77,39,50.65,75.93,5,5,0,140.26,21.6
Rahmanullah Gurbaz,Dubai International Cricket Stadium,Dubai,50,5,3,26,13,50,84,3,3,0,192.31,16.67
Rahmanullah Gurbaz,Harare Sports Club,Harare,34,0,3,40,18,45,35.29,2,2,0,85,17
Rahmanullah Gurbaz,Holkar Cricket Stadium,Indore,14,1,1,9,6,66.67,71.43,1,1,0,155.56,14
Rahmanullah Gurbaz,M Chinnaswamy Stadium,Bengaluru,55,4,4,35,16,45.71,72.73,1,1,0,157.14,55
Rahmanullah Gurbaz,Perth Stadium,Perth,10,1,0,9,5,55.56,60,1,1,0,111.11,10
Rahmanullah Gurbaz,Punjab Cricket Association IS Bindra Stadium,Mohali,23,1,2,28,17,60.71,60.87,1,1,0,82.14,23
Rahmanullah Gurbaz,Rangiri Dambulla International Stadium,Dambulla,96,2,10,57,13,22.81,54.17,3,3,0,168.42,32
Rahmanullah Gurbaz,Sharjah Cricket Stadium,Sharjah,386,25,19,284,123,43.31,58.55,13,13,0,135.92,29.69
Rahmanullah Gurbaz,Sheikh Zayed Stadium,Abu Dhabi,114,8,10,74,37,50,77.19,3,3,0,154.05,38
Rahmanullah Gurbaz,Shere Bangla National Stadium,Dhaka,3,0,0,7,5,71.43,0,2,2,0,42.86,1.5
Rahmanullah Gurbaz,Sylhet International Cricket Stadium,Sylhet,24,2,2,16,10,62.5,83.33,2,2,0,150,12
Rahmanullah Gurbaz,Zayed Cricket Stadium,Abu Dhabi,74,3,8,61,33,54.1,67.57,6,6,0,121.31,12.33
Rashid Khan,Adelaide Oval,Adelaide,48,4,3,23,7,30.43,75,1,,,208.7,
Rashid Khan,Brisbane Cricket Ground,Brisbane,9,0,1,8,3,37.5,44.44,1,1,0,112.5,9
Rashid Khan,Civil Service Cricket Club,Belfast,42,3,1,24,8,33.33,52.38,3,2,1,175,21
Rashid Khan,Dubai International Cricket Stadium,Dubai,15,0,2,19,11,57.89,53.33,1,1,0,78.95,15
Rashid Khan,Harare Sports Club,Harare,4,0,0,6,2,33.33,0,2,1,1,66.67,4
Rashid Khan,Mission Road Ground,Hong Kong,3,0,0,5,2,40,0,1,1,0,60,3
Rashid Khan,Perth Stadium,Perth,0,0,0,1,1,100,,1,1,0,0,0
Rashid Khan,Sharjah Cricket Stadium,Sharjah,76,4,7,63,37,58.73,68.42,6,5,1,120.63,15.2
Rashid Khan,Sheikh Zayed Stadium,Abu Dhabi,16,1,1,9,2,22.22,62.5,3,2,1,177.78,8
Rashid Khan,Shere Bangla National Stadium,Dhaka,1,0,0,7,6,85.71,0,1,1,0,14.29,1
Rashid Khan,Sylhet International Cricket Stadium,Sylhet,9,1,0,5,3,60,66.67,2,1,1,180,9
Rashid Khan,Zayed Cricket Stadium,Abu Dhabi,20,1,1,18,9,50,50,4,2,2,111.11,10
Ravi Bishnoi,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,0,0,0,1,1,100,,1,1,0,0,0
Ravi Bishnoi,Dubai International Cricket Stadium,Dubai,8,0,2,2,,,100,1,,,400,
Ravi Bishnoi,M Chinnaswamy Stadium,Bengaluru,2,0,0,2,,,0,1,1,0,100,2
Ravi Bishnoi,Providence Stadium,Guyana,8,1,0,4,1,25,75,1,,,200,
Ravi Bishnoi,Shaheed Veer Narayan Singh International Stadium,Raipur,4,0,0,3,1,33.33,0,1,1,0,133.33,4
Ravi Bishnoi,Trent Bridge,Nottingham,2,0,0,2,1,50,0,1,1,0,100,2
Rehan Ahmed,Brian Lara Stadium,Trinidad & Tobago,0,0,0,1,1,100,,1,1,0,0,0
Rehan Ahmed,Kensington Oval,Barbados,1,0,0,3,2,66.67,0,1,1,0,33.33,1
Rehan Ahmed,National Cricket Stadium,Grenada,10,1,1,3,1,33.33,100,1,,,333.33,
Rehan Ahmed,Shere Bangla National Stadium,Dhaka,11,0,2,11,8,72.73,72.73,1,1,0,100,11
Rehan Ahmed,Trent Bridge,Nottingham,11,1,0,7,4,57.14,54.55,1,1,0,157.14,11
Rohail Nazir,Zhejiang University of Technology Cricket Field,Hangzhou,23,3,0,23,16,69.57,78.26,2,2,0,100,11.5
Rohan Mustafa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Muscat,177,4,13,153,52,33.99,42.94,6,4,2,115.69,44.25
Rohan Mustafa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Muscat,41,1,2,31,7,22.58,34.15,1,1,0,132.26,41
Rohan Mustafa,ICC Academy,Dubai,0,0,0,1,1,100,,1,1,0,0,0
Rohan Mustafa,Zayed Cricket Stadium,Abu Dhabi,22,0,2,16,3,18.75,36.36,2,1,1,137.5,22
Shikhar Dhawan,Manuka Oval,Canberra,1,0,0,6,5,83.33,0,1,1,0,16.67,1
Shikhar Dhawan,Narendra Modi Stadium,Ahmedabad,4,0,0,12,8,66.67,0,1,1,0,33.33,4
Shikhar Dhawan,R Premadasa Stadium,Colombo,86,1,9,79,31,39.24,48.84,3,3,0,108.86,28.67
Shikhar Dhawan,Sydney Cricket Ground,Sydney,80,2,7,57,16,28.07,50,2,2,0,140.35,40
Shivam Dube,Holkar Cricket Stadium,Indore,63,4,5,32,8,25,69.84,1,,,196.88,
Shivam Dube,M Chinnaswamy Stadium,Bengaluru,1,0,0,6,5,83.33,0,1,1,0,16.67,1
Shivam Dube,Malahide,Dublin,22,2,0,16,6,37.5,54.55,1,,,137.5,
Shivam Dube,Punjab Cricket Association IS Bindra Stadium,Mohali,60,2,5,40,11,27.5,53.33,1,,,150,
Shivam Dube,Zhejiang University of Technology Cricket Field,Hangzhou,25,1,2,19,6,31.58,56,1,,,131.58,
Sandeep Lamichhane,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Muscat,21,1,1,15,5,33.33,47.62,3,3,0,140,7
Sandeep Lamichhane,Gymkhana Club Ground,Nairobi,4,0,0,4,,,0,1,,,100,
Sandeep Lamichhane,Tribhuvan University International Cricket Ground,Nepal,3,0,0,6,3,50,0,2,1,1,50,3
Sandeep Lamichhane,Zhejiang University of Technology Cricket Field,Hangzhou,5,0,1,4,2,50,80,1,1,0,125,5
Saqib Mahmood,Headingley,Leeds,3,0,0,3,,,0,1,,,100,
Saqib Mahmood,Kensington Oval,Barbados,12,0,1,16,9,56.25,33.33,3,2,1,75,6
Saqib Mahmood,Trent Bridge,Nottingham,0,0,0,2,2,100,,1,,,0,
Sean Abbott,Bellerive Oval,Tasmania,0,0,0,1,1,100,,1,1,0,0,0
Sean Abbott,Gaddafi Stadium,Lahore,0,0,0,1,1,100,,1,1,0,0,0
Sean Abbott,Greenfield International Stadium,Trivandrum,1,0,0,2,1,50,0,1,1,0,50,1
Sean Abbott,Kingsmead,Durban,3,0,0,3,,,0,1,,,100,
Sean Abbott,Manuka Oval,Canberra,12,1,0,8,3,37.5,50,1,,,150,
Suryakumar Yadav,Adelaide Oval,Adelaide,44,1,5,26,6,23.08,59.09,2,2,0,169.23,22
Suryakumar Yadav,Barsapara Cricket Stadium,Guwahati,100,7,10,51,19,37.25,82,2,1,1,196.08,100
Suryakumar Yadav,Bay Oval,Mount Maunganui,111,7,11,51,14,27.45,77.48,1,,,217.65,
Suryakumar Yadav,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,26,0,1,31,13,41.94,15.38,1,1,0,83.87,26
Suryakumar Yadav,Brian Lara Stadium,Trinidad & Tobago,45,2,5,37,22,59.46,71.11,2,2,0,121.62,22.5
Suryakumar Yadav,Central Broward Regional Park Stadium Turf Ground,Florida,85,5,5,59,20,33.9,58.82,2,2,0,144.07,42.5
Suryakumar Yadav,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,80,4,9,42,14,33.33,75,1,1,0,190.48,80
Suryakumar Yadav,Dubai International Cricket Stadium,Dubai,181,10,15,114,38,33.33,66.3,8,5,3,158.77,36.2
Suryakumar Yadav,Eden Gardens,Kolkata,107,8,7,59,21,35.59,71.03,4,3,1,181.36,35.67
Suryakumar Yadav,Edgbaston,Birmingham,15,0,2,11,4,36.36,53.33,1,1,0,136.36,15
Suryakumar Yadav,Greenfield International Stadium,Trivandrum,69,5,5,43,20,46.51,72.46,2,1,1,160.47,69
Suryakumar Yadav,Holkar Cricket Stadium,Indore,8,1,0,6,3,50,75,1,1,0,133.33,8
Suryakumar Yadav,JSCA International Stadium Complex,Ranchi,48,2,6,36,19,52.78,75,2,2,0,133.33,24
Suryakumar Yadav,M Chinnaswamy Stadium,Bengaluru,5,0,0,7,3,42.86,0,1,1,0,71.43,5
Suryakumar Yadav,Maharashtra Cricket Association Stadium,Pune,51,3,3,36,14,38.89,58.82,1,1,0,141.67,51
Suryakumar Yadav,McLean Park,Napier,13,1,1,10,5,50,76.92,1,1,0,130,13
Suryakumar Yadav,Melbourne Cricket Ground,Melbourne,76,4,8,35,11,31.43,73.68,2,1,1,217.14,76
Suryakumar Yadav,Narendra Modi Stadium,Ahmedabad,113,7,10,61,20,32.79,72.57,3,3,0,185.25,37.67
Suryakumar Yadav,Perth Stadium,Perth,68,3,6,40,10,25,61.76,1,1,0,170,68
Suryakumar Yadav,Providence Stadium,Guyana,84,4,10,47,15,31.91,76.19,2,1,1,178.72,84
Suryakumar Yadav,Punjab Cricket Association IS Bindra Stadium,Mohali,46,4,2,25,7,28,69.57,1,1,0,184,46
Suryakumar Yadav,R Premadasa Stadium,Colombo,50,2,5,34,13,38.24,64,1,1,0,147.06,50
Suryakumar Yadav,Rajiv Gandhi International Stadium,Hyderabad,69,5,5,36,10,27.78,72.46,1,1,0,191.67,69
Suryakumar Yadav,Saurashtra Cricket Association Stadium,Saurashtra,112,9,7,51,11,21.57,73.21,1,,,219.61,
Suryakumar Yadav,Sawai Mansingh Stadium,Jaipur,62,3,6,40,17,42.5,67.74,1,1,0,155,62
Suryakumar Yadav,Shaheed Veer Narayan Singh International Stadium,Raipur,1,0,0,2,1,50,0,1,1,0,50,1
Suryakumar Yadav,St George's Park,Port Elizabeth,56,3,5,36,14,38.89,67.86,1,1,0,155.56,56
Suryakumar Yadav,Sydney Cricket Ground,Sydney,51,1,7,25,4,16,66.67,1,,,204,
Suryakumar Yadav,The Rose Bowl,Southampton,39,2,4,19,3,15.79,71.79,1,1,0,205.26,39
Suryakumar Yadav,The Village,Dublin,15,1,2,6,2,33.33,93.33,2,2,0,250,7.5
Suryakumar Yadav,The Wanderers Stadium,Johannesburg,100,8,7,56,19,33.93,76,1,1,0,178.57,100
Suryakumar Yadav,Trent Bridge,Nottingham,117,6,14,55,18,32.73,78.63,1,1,0,212.73,117
Suryakumar Yadav,Vidarbha Cricket Association Stadium,Vidarbha,0,0,0,1,1,100,,1,1,0,0,0
Suryakumar Yadav,Wankhede Stadium,Mumbai,7,0,1,10,6,60,57.14,1,1,0,70,7
Suryakumar Yadav,Warner Park,St Kitts and Nevis,87,5,8,50,18,36,71.26,2,2,0,174,43.5
Scott Kuggeleijn,McLean Park,Napier,14,1,1,6,1,16.67,71.43,1,1,0,233.33,14
Sean Williams,Adelaide Oval,Adelaide,28,0,3,23,10,43.48,42.86,1,1,0,121.74,28
Sean Williams,Bellerive Oval,Tasmania,21,1,0,26,11,42.31,28.57,4,3,1,80.77,7
Sean Williams,Brisbane Cricket Ground,Brisbane,64,0,8,42,11,26.19,50,1,1,0,152.38,64
Sean Williams,Grange Cricket Club Ground,Edinburgh,89,2,7,85,39,45.88,44.94,3,2,1,104.71,44.5
Sean Williams,Harare Sports Club,Harare,135,3,14,109,44,40.37,54.81,9,8,1,123.85,16.88
Sean Williams,Melbourne Cricket Ground,Melbourne,11,1,0,18,15,83.33,54.55,1,1,0,61.11,11
Sean Williams,Perth Stadium,Perth,31,0,3,28,11,39.29,38.71,1,1,0,110.71,31
Sean Williams,Queens Sports Club,Bulawayo,197,3,19,145,38,26.21,47.72,5,5,0,135.86,39.4
Sean Williams,R Premadasa Stadium,Colombo,30,0,1,40,15,37.5,13.33,3,3,0,75,10
Sean Williams,Rawalpindi Cricket Stadium,Rawalpindi,38,0,6,34,15,44.12,63.16,2,2,0,111.76,19
Sean Williams,Sheikh Zayed Stadium,Abu Dhabi,45,1,6,35,13,37.14,66.67,3,3,0,128.57,15
Sean Williams,United Cricket Club Ground,Namibia,136,5,15,87,31,35.63,66.18,4,3,1,156.32,45.33
Sean Williams,Wanderers Cricket Ground,Namibia,22,0,4,15,5,33.33,72.73,2,2,0,146.67,11
Shadley van Schalkwyk,Prairie View Cricket Complex,Houston,36,2,2,26,8,30.77,55.56,3,1,2,138.46,36
Shai Hope,Adelaide Oval,Adelaide,0,0,0,2,2,100,,1,1,0,0,0
Shai Hope,Bellerive Oval,Tasmania,16,0,3,8,1,12.5,75,1,1,0,200,16
Shai Hope,Brian Lara Stadium,Trinidad & Tobago,59,2,4,51,16,31.37,47.46,2,1,1,115.69,59
Shai Hope,Central Broward Regional Park Stadium Turf Ground,Florida,67,3,4,42,9,21.43,50.75,2,1,1,159.52,67
Shai Hope,Eden Gardens,Kolkata,8,0,2,4,2,50,100,1,1,0,200,8
Shai Hope,Kensington Oval,Barbados,62,3,4,70,37,52.86,54.84,4,4,0,88.57,15.5
Shai Hope,National Cricket Stadium,Grenada,27,2,1,22,10,45.45,59.26,2,2,0,122.73,13.5
Shai Hope,National Stadium,Karachi,32,0,4,32,14,43.75,50,2,2,0,100,16
Sherfane Rutherford,Adelaide Oval,Adelaide,0,0,0,2,2,100,,1,1,0,0,0
Sherfane Rutherford,Bellerive Oval,Tasmania,7,1,0,4,3,75,85.71,1,1,0,175,7
Sherfane Rutherford,Brian Lara Stadium,Trinidad & Tobago,66,4,6,39,15,38.46,72.73,2,2,0,169.23,33
Sherfane Rutherford,National Cricket Stadium,Grenada,29,2,2,17,7,41.18,68.97,1,1,0,170.59,29
Sherfane Rutherford,Perth Stadium,Perth,67,5,5,40,17,42.5,74.63,1,,,167.5,
Sam Curran,Boland Park,Paarl,1,0,0,5,4,80,0,1,1,0,20,1
Sam Curran,Brian Lara Stadium,Trinidad & Tobago,12,0,0,15,5,33.33,0,1,1,0,80,12
Sam Curran,Brisbane Cricket Ground,Brisbane,6,1,0,3,2,66.67,100,1,,,200,
Sam Curran,County Ground,Bristol,1,0,0,1,,,0,1,,,100,
Sam Curran,Edgbaston,Birmingham,2,0,0,4,2,50,0,1,1,0,50,2
Sam Curran,Gaddafi Stadium,Lahore,17,0,1,11,2,18.18,23.53,1,1,0,154.55,17
Sam Curran,Kensington Oval,Barbados,13,0,1,14,6,42.86,30.77,1,1,0,92.86,13
Sam Curran,Manuka Oval,Canberra,8,1,0,6,3,50,75,1,1,0,133.33,8
Sam Curran,Narendra Modi Stadium,Ahmedabad,23,2,1,13,5,38.46,69.57,3,1,2,176.92,23
Sam Curran,National Cricket Stadium,Grenada,50,3,4,32,11,34.38,68,1,1,0,156.25,50
Sam Curran,National Stadium,Karachi,10,0,1,8,2,25,40,1,,,125,
Sam Curran,Newlands,Cape Town,7,1,0,3,1,33.33,85.71,1,,,233.33,
Sam Curran,Perth Stadium,Perth,2,0,0,5,3,60,0,1,1,0,40,2
Sam Curran,Shere Bangla National Stadium,Dhaka,16,0,1,22,10,45.45,25,2,2,0,72.73,8
Sam Curran,Sophia Gardens,Wales,18,1,1,11,3,27.27,55.56,2,1,1,163.64,18
Sam Curran,Sydney Cricket Ground,Sydney,6,0,0,11,5,45.45,0,1,1,0,54.55,6
Sam Curran,The Rose Bowl,Southampton,22,1,1,17,7,41.18,45.45,3,2,1,129.41,11
Sam Curran,Trent Bridge,Nottingham,5,0,1,4,2,50,80,1,1,0,125,5
Sam Curran,Zahur Ahmed Chowdhury Stadium,Chittagong,6,0,0,11,7,63.64,0,1,1,0,54.55,6
Safyaan Sharif,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Muscat,8,1,0,2,,,75,1,,,400,
Safyaan Sharif,Dubai International Cricket Stadium,Dubai,7,0,0,18,11,61.11,0,3,2,1,38.89,3.5
Safyaan Sharif,Grange Cricket Club Ground,Edinburgh,28,1,2,26,10,38.46,50,4,2,2,107.69,14
Safyaan Sharif,ICC Academy,Dubai,6,0,0,5,,,0,1,,,120,
Safyaan Sharif,Sharjah Cricket Stadium,Sharjah,3,0,0,4,2,50,0,1,,,75,
Sanchit Sharma,Mulpani Cricket Ground,Kathmandu,2,0,0,2,,,0,1,,,100,
Saurabh Netravalkar,Bulawayo Athletic Club,Bulawayo,6,0,0,10,6,60,0,2,2,0,60,3
Saurabh Netravalkar,Central Broward Regional Park Stadium Turf Ground,Florida,5,0,0,6,4,66.67,0,1,,,83.33,
Saurabh Netravalkar,Queens Sports Club,Bulawayo,2,0,0,2,,,0,1,,,100,
Saurabh Netravalkar,Sir Vivian Richards Stadium,Antigua,2,0,0,2,1,50,0,1,1,0,100,2
Shardul Thakur,Dubai International Cricket Stadium,Dubai,0,0,0,3,3,100,,1,1,0,0,0
Shardul Thakur,Narendra Modi Stadium,Ahmedabad,10,0,2,5,2,40,80,2,1,1,200,10
Shardul Thakur,Sydney Cricket Ground,Sydney,17,2,0,7,2,28.57,70.59,1,,,242.86,
Shimron Hetmyer,Bay Oval,Mount Maunganui,25,0,2,32,19,59.38,32,1,1,0,78.12,25
Shimron Hetmyer,Brian Lara Stadium,Trinidad & Tobago,24,1,2,27,14,51.85,58.33,2,2,0,88.89,12
Shimron Hetmyer,Central Broward Regional Park Stadium Turf Ground,Florida,136,9,10,93,38,40.86,69.12,3,3,0,146.24,45.33
Shimron Hetmyer,Daren Sammy National Cricket Stadium,Saint Lucia,81,4,3,61,18,29.51,44.44,2,2,0,132.79,40.5
Shimron Hetmyer,Dubai International Cricket Stadium,Dubai,10,0,2,11,7,63.64,80,2,2,0,90.91,5
Shimron Hetmyer,Eden Park,Auckland,0,0,0,4,4,100,,1,1,0,0,0
Shimron Hetmyer,Kensington Oval,Barbados,6,0,1,9,6,66.67,66.67,2,2,0,66.67,3
Shimron Hetmyer,National Cricket Stadium,Grenada,59,4,1,58,24,41.38,47.46,4,4,0,101.72,14.75
Shimron Hetmyer,Providence Stadium,Guyana,48,1,3,48,17,35.42,37.5,3,3,0,100,16
Shimron Hetmyer,Sabina Park,Jamaica,16,1,1,21,13,61.9,62.5,2,2,0,76.19,8
Shimron Hetmyer,Sharjah Cricket Stadium,Sharjah,9,0,1,7,2,28.57,44.44,1,1,0,128.57,9
Shimron Hetmyer,Warner Park,St Kitts and Nevis,26,2,1,22,10,45.45,61.54,2,2,0,118.18,13
Shimron Hetmyer,Zayed Cricket Stadium,Abu Dhabi,108,4,10,82,33,40.24,59.26,2,1,1,131.71,108
Steven Smith,Adelaide Oval,Adelaide,4,0,1,4,3,75,100,1,1,0,100,4
Steven Smith,Brisbane Cricket Ground,Brisbane,17,0,2,16,8,50,47.06,1,1,0,106.25,17
Steven Smith,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,52,0,8,41,16,39.02,61.54,1,1,0,126.83,52
Steven Smith,Dubai International Cricket Stadium,Dubai,34,0,2,37,16,43.24,23.53,3,2,1,91.89,17
Steven Smith,Eden Park,Auckland,15,1,2,10,7,70,93.33,2,2,0,150,7.5
Steven Smith,Greenfield International Stadium,Trivandrum,19,1,1,16,8,50,52.63,1,1,0,118.75,19
Steven Smith,Manuka Oval,Canberra,19,1,1,17,7,41.18,52.63,2,1,1,111.76,19
Steven Smith,Pallekele International Cricket Stadium,Pallekele,37,2,2,27,9,33.33,54.05,1,,,137.04,
Steven Smith,Punjab Cricket Association IS Bindra Stadium,Mohali,35,1,3,24,7,29.17,51.43,1,1,0,145.83,35
Steven Smith,R Premadasa Stadium,Colombo,5,0,1,4,2,50,80,1,1,0,125,5
Steven Smith,Rajiv Gandhi International Stadium,Hyderabad,9,0,1,10,4,40,44.44,1,1,0,90,9
Steven Smith,Sydney Cricket Ground,Sydney,93,2,6,84,31,36.9,38.71,4,4,0,110.71,23.25
Steven Smith,The Rose Bowl,Southampton,31,2,3,22,10,45.45,77.42,3,3,0,140.91,10.33
Steven Smith,Vidarbha Cricket Association Stadium,Vidarbha,8,0,1,5,,,50,1,,,160,
Steven Smith,Zayed Cricket Stadium,Abu Dhabi,35,0,3,34,11,32.35,34.29,1,1,0,102.94,35
Stafanie Taylor,Bulawayo Athletic Club,Bulawayo,187,7,24,114,42,36.84,73.8,4,3,1,164.04,62.33
Stafanie Taylor,Coolidge Cricket Ground,Antigua,57,6,3,26,15,57.69,84.21,2,1,1,219.23,57
Stafanie Taylor,Prairie View Cricket Complex,Houston,115,7,13,72,35,48.61,81.74,3,3,0,159.72,38.33
Stafanie Taylor,Queens Sports Club,Bulawayo,46,1,5,32,11,34.38,56.52,1,1,0,143.75,46
Stafanie Taylor,Sir Vivian Richards Stadium,Antigua,25,0,5,17,8,47.06,80,1,1,0,147.06,25
Sheldon Cottrell,Bay Oval,Mount Maunganui,1,0,0,4,3,75,0,1,1,0,25,1
Sheldon Cottrell,Daren Sammy National Cricket Stadium,Saint Lucia,1,0,0,1,,,0,1,,,100,
Sheldon Cottrell,Eden Park,Auckland,1,0,0,2,1,50,0,1,,,50,
Shreyas Iyer,Arun Jaitley Stadium,Delhi,36,3,1,27,12,44.44,61.11,1,1,0,133.33,36
Shreyas Iyer,Barabati Stadium,Cuttack,40,2,2,35,15,42.86,50,1,1,0,114.29,40
Shreyas Iyer,Bay Oval,Mount Maunganui,13,1,1,9,4,44.44,76.92,1,1,0,144.44,13
Shreyas Iyer,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,57,2,5,28,3,10.71,56.14,1,,,203.57,
Shreyas Iyer,Brian Lara Stadium,Trinidad & Tobago,0,0,0,4,4,100,,1,1,0,0,0
Shreyas Iyer,Central Broward Regional Park Stadium Turf Ground,Florida,64,2,8,40,12,30,68.75,1,1,0,160,64
